DOLLAREL,BEDROOMS,TVCOLOR,NHSLDMEM,TOTSQFT_EN,BA_climate,SWIMPOOL_,INCOME,TYPEHUQ_,DISHWASH,CWASHER,ELWARM,ELCOOL,ELWATER,REGIONC,TELLWORK
606.59,2,1,3,1000,Cold,0,1,1,0,0,0,0,1,SOUTH,0
714.85,3,1,1,680,Cold,0,2,1,1,1,0,1,1,WEST,1
1957.37,2,3,2,2550,Mixed-Humid,0,3,1,1,1,1,1,0,SOUTH,1
646.27,2,0,2,1280,Hot-Humid,0,1,0,1,0,0,0,1,SOUTH,0
12064.84,5,14,5,7250,Hot-Dry,1,4,1,1,1,1,1,1,WEST,0
1719.1,4,1,4,3500,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
948.07,1,1,1,770,Mixed-Humid,0,1,1,0,1,0,1,1,SOUTH,0
2386.13,4,1,2,3150,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,1
829.77,3,3,2,1690,Cold,0,1,1,1,1,0,0,1,WEST,0
1017.68,2,3,5,530,Cold,0,1,0,0,0,1,1,1,MIDWEST,1
4082.09,5,5,2,4800,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
794.37,4,1,2,1800,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,0
1966.17,3,2,4,2100,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,1
2156.49,5,3,2,6750,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,0
1687.86,4,5,2,3130,Cold,0,3,1,1,1,1,1,0,NORTHEAST,0
2159.58,4,1,4,3450,Hot-Humid,0,4,1,1,1,1,1,0,SOUTH,0
964.54,2,1,1,1400,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1409.45,2,1,2,2350,Cold,0,1,1,1,1,1,1,0,NORTHEAST,0
890.54,0,1,2,650,Mixed-Humid,0,1,0,1,1,1,0,0,SOUTH,1
1215.2,1,1,2,630,Cold,0,1,0,0,0,1,1,1,NORTHEAST,0
513.95,2,0,1,550,Mixed-Humid,0,1,0,0,0,0,1,0,NORTHEAST,0
1001.15,2,1,2,1070,Very-Cold,0,3,0,1,1,1,0,0,WEST,1
642.55,3,3,4,720,Mixed-Humid,0,1,1,1,1,1,0,1,SOUTH,0
2850.45,3,3,3,4650,Mixed-Dry,0,3,1,1,1,1,1,1,SOUTH,0
1063.83,2,2,1,870,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
2016.32,6,3,2,2740,Mixed-Humid,0,1,1,1,1,1,1,0,SOUTH,1
1701.08,3,3,2,1670,Cold,0,1,1,1,1,1,1,1,WEST,0
1273.29,4,3,2,2500,Cold,0,1,1,1,1,1,1,0,WEST,1
2442.41,5,4,4,2600,Mixed-Humid,1,4,1,1,1,1,1,0,SOUTH,0
931.99,3,2,2,2600,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,0
747.62,3,1,1,1190,Mixed-Humid,0,1,1,0,1,1,1,1,MIDWEST,0
1143.12,3,4,4,2200,Mixed-Humid,0,1,1,1,1,1,0,0,MIDWEST,0
2759.81,3,3,3,2710,Mixed-Humid,0,2,0,1,1,1,1,1,SOUTH,1
2503.24,5,2,3,4000,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
1612.6,3,2,1,1760,Hot-Humid,0,3,1,1,1,0,1,0,SOUTH,1
857.96,2,1,2,1300,Cold,0,1,0,1,0,0,1,1,MIDWEST,0
1993.83,2,3,2,2360,Cold,0,1,1,0,1,1,1,0,NORTHEAST,0
1286.83,2,1,2,900,Cold,0,1,1,0,1,1,1,1,MIDWEST,0
537.67,3,1,2,1120,Hot-Dry,0,2,1,0,1,1,1,0,WEST,1
1898.31,5,6,6,3980,Mixed-Humid,0,2,1,1,1,0,1,0,MIDWEST,0
552.56,2,3,1,850,Cold,0,2,0,1,0,1,1,1,MIDWEST,1
1369.77,3,2,4,2550,Cold,0,1,1,1,1,0,1,1,NORTHEAST,0
1162.51,4,1,4,1900,Cold,0,3,1,0,1,0,1,0,WEST,1
1097.84,4,4,2,2560,Cold,0,4,1,1,1,0,1,0,SOUTH,1
4906.99,1,3,2,1780,Cold,0,3,1,1,1,1,1,1,NORTHEAST,1
751.3,4,1,1,2270,Mixed-Humid,0,2,1,1,1,1,1,0,SOUTH,0
1246.32,4,2,5,2800,Very-Cold,0,2,1,1,1,0,1,0,MIDWEST,0
1088.25,3,2,2,1400,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
1008.18,2,1,1,1000,Hot-Humid,0,1,1,1,1,0,1,1,SOUTH,0
513.76,2,1,2,1250,Mixed-Humid,0,2,0,1,0,0,1,0,NORTHEAST,1
1097.05,3,5,4,1300,Cold,0,2,1,1,1,0,1,0,MIDWEST,1
1466.52,2,2,3,700,Hot-Humid,0,1,0,0,1,0,1,1,SOUTH,0
360.77,3,2,1,1400,Hot-Dry,0,2,1,1,1,0,1,0,WEST,0
1148.59,2,1,4,1600,Mixed-Humid,0,1,1,0,1,1,1,0,SOUTH,0
586.63,3,2,1,1940,Mixed-Humid,0,1,1,0,1,0,0,0,NORTHEAST,0
637.94,2,1,1,790,Cold,0,1,0,1,0,1,1,1,MIDWEST,0
1117.85,3,4,2,1880,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
775.33,3,2,4,1400,Cold,0,1,0,1,1,0,1,1,WEST,0
1898.88,4,4,4,4200,Cold,0,1,1,0,0,0,0,1,NORTHEAST,0
1586.24,3,2,3,1800,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
1138.58,4,2,1,1840,Cold,0,2,1,0,1,1,1,0,MIDWEST,0
339.69,2,2,4,650,Hot-Dry,0,1,0,0,1,0,1,0,WEST,0
1569.4,4,3,1,3210,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1323.15,3,1,3,1130,Mixed-Humid,0,2,1,0,1,0,0,0,MIDWEST,0
3342.54,3,2,2,2390,Hot-Humid,1,4,1,1,1,0,1,0,SOUTH,1
1697.4,6,1,3,4680,Mixed-Humid,0,3,1,1,1,1,1,0,SOUTH,1
618.93,2,2,1,1640,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,0
1063.25,2,2,2,2310,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
390.31,5,2,2,1960,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,0
616.52,3,3,1,1530,Cold,0,2,1,1,1,1,1,0,MIDWEST,1
3066.62,3,5,4,1600,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
2754.41,3,3,2,1390,Cold,0,1,1,0,0,1,0,1,MIDWEST,0
662.67,2,3,2,2700,Cold,0,3,1,0,1,0,0,0,WEST,0
1673.55,2,2,2,1780,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
887.13,3,1,4,2000,Cold,0,2,1,1,1,1,1,1,MIDWEST,0
1816.92,4,6,7,1550,Mixed-Humid,0,1,1,1,1,1,1,0,SOUTH,1
2208.25,4,4,2,3900,Mixed-Humid,1,3,1,1,1,1,1,1,SOUTH,0
984.27,4,1,1,3550,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,0
2491.48,5,4,2,3800,Cold,1,4,1,1,1,0,1,0,MIDWEST,1
1849.1,3,0,7,1800,Mixed-Humid,0,2,0,1,1,1,1,1,NORTHEAST,1
763.76,0,1,1,910,Mixed-Humid,0,1,0,1,1,1,0,1,SOUTH,1
1840.74,3,2,2,4800,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
818.46,1,1,1,800,Cold,0,1,0,1,0,1,1,1,WEST,1
884.87,3,2,2,2440,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
1781.79,4,4,5,490,Hot-Dry,1,4,1,1,1,0,1,0,WEST,1
1335.07,3,1,4,1750,Marine,0,4,0,1,1,1,1,0,WEST,1
1861.36,3,4,3,2600,Marine,0,4,1,1,1,1,1,0,WEST,1
2119.07,4,3,3,3730,Cold,0,4,1,1,1,0,1,0,MIDWEST,0
1945.69,4,4,3,2380,Cold,0,4,1,1,1,0,1,1,NORTHEAST,1
1631.06,3,2,3,1810,Hot-Humid,0,2,1,1,1,0,1,0,SOUTH,0
3528.35,2,2,2,2100,Cold,0,1,1,1,1,0,0,1,MIDWEST,0
930.18,2,4,1,1500,Mixed-Humid,0,1,0,1,1,1,1,0,SOUTH,0
2000.35,4,6,2,3250,Mixed-Humid,1,4,1,1,1,0,1,0,NORTHEAST,1
1661.83,3,2,2,2800,Cold,0,1,1,1,1,0,1,0,NORTHEAST,1
2520.15,2,2,2,2700,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,0
745.5,2,3,2,1450,Mixed-Humid,0,1,0,0,0,1,1,1,SOUTH,0
2040.39,3,3,2,3070,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1227.53,2,2,2,1350,Marine,0,2,1,1,1,1,0,1,WEST,1
643.42,2,2,2,1400,Cold,0,1,1,1,1,1,1,0,WEST,0
2337.78,5,2,5,4500,Cold,0,4,1,1,1,1,1,1,NORTHEAST,1
1427.91,3,2,2,1090,Mixed-Humid,0,4,1,1,1,1,1,1,SOUTH,1
1047.33,2,1,1,800,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
957.56,3,3,4,2850,Mixed-Humid,1,4,1,1,1,1,1,1,NORTHEAST,1
1234.85,2,3,2,2400,Cold,0,3,0,1,1,0,1,0,NORTHEAST,0
815.94,4,1,1,3000,Mixed-Humid,0,1,1,1,1,0,1,0,MIDWEST,0
1365.43,3,4,3,1630,Cold,0,1,1,1,1,1,1,1,MIDWEST,0
1216.78,4,2,2,2800,Mixed-Humid,0,2,1,1,1,1,1,0,SOUTH,1
2213.03,2,1,2,1380,Cold,0,3,1,1,1,1,1,0,WEST,0
1135.79,5,5,2,2850,Cold,0,4,1,1,1,0,1,0,MIDWEST,0
351.62,3,1,2,830,Cold,0,1,1,0,1,1,1,0,MIDWEST,0
467.83,1,1,1,700,Mixed-Humid,0,1,0,1,0,1,1,1,NORTHEAST,0
1871.63,3,2,2,2750,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
1586.85,3,4,2,2450,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1557.07,4,9,2,6600,Mixed-Humid,0,4,1,1,1,0,1,0,MIDWEST,0
1192.89,3,3,2,1680,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
1209.28,3,2,4,2700,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,1
840.12,3,3,1,1060,Cold,0,1,1,0,1,0,1,0,MIDWEST,1
2230.17,4,2,2,3600,Cold,0,3,1,1,1,1,1,1,NORTHEAST,1
1661.89,2,3,5,2700,Marine,0,1,1,1,1,0,0,1,WEST,0
812.72,2,2,2,920,Marine,0,4,0,1,1,1,1,1,WEST,1
1708.67,3,2,2,2000,Cold,0,4,0,1,1,0,1,0,MIDWEST,0
1328,2,2,5,1100,Hot-Dry,0,1,0,0,1,0,0,0,WEST,0
1109.84,2,2,1,2100,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
894.42,3,2,1,3200,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
637.06,2,1,2,840,Cold,0,1,0,1,1,1,0,1,NORTHEAST,0
598.51,4,4,4,2700,Hot-Humid,0,1,1,1,1,0,1,1,SOUTH,0
1433.16,2,1,1,2000,Cold,0,2,1,1,1,0,0,0,NORTHEAST,0
1568.77,2,2,3,900,Cold,0,2,1,1,1,1,1,1,MIDWEST,0
728.61,2,3,1,1080,Cold,0,1,0,1,1,0,1,1,MIDWEST,0
332.45,1,2,2,700,Cold,0,1,0,0,0,0,1,0,MIDWEST,0
1097.32,4,3,4,2200,Cold,0,2,1,1,1,0,1,0,WEST,0
2359.56,2,2,4,1100,Very-Cold,0,1,1,0,1,0,1,0,MIDWEST,0
1491.29,3,1,2,2000,Mixed-Humid,0,1,1,1,1,0,1,0,MIDWEST,0
1067.65,3,1,2,2160,Marine,0,1,1,0,1,0,0,1,WEST,0
1212.09,3,2,1,3300,Cold,0,4,1,1,1,0,1,0,MIDWEST,0
748.33,2,1,1,1270,Hot-Humid,0,1,0,1,1,1,1,0,SOUTH,1
438.79,2,1,1,1000,Cold,0,1,0,0,0,1,0,0,NORTHEAST,1
2012.61,4,3,2,4500,Mixed-Humid,0,4,1,1,1,0,1,0,NORTHEAST,1
2271.59,3,1,2,2400,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,1
2151.85,6,6,7,3960,Cold,0,4,1,1,1,0,1,0,MIDWEST,1
887.94,2,1,2,1050,Marine,0,2,0,0,0,1,0,1,WEST,0
2819.34,2,3,2,1000,Cold,0,1,0,1,1,1,0,1,MIDWEST,0
1265.64,3,3,4,1500,Cold,0,4,1,1,1,1,1,0,NORTHEAST,1
1296.98,2,0,1,1500,Hot-Humid,0,2,1,1,1,1,1,0,SOUTH,1
1074.38,2,1,4,900,Mixed-Dry,0,2,1,0,1,1,1,0,WEST,1
1295.34,4,2,2,3680,Cold,1,3,1,1,1,0,1,0,MIDWEST,0
403.73,1,1,1,800,Marine,0,1,0,0,0,1,0,1,WEST,0
648.57,1,1,3,750,Hot-Dry,0,2,0,1,0,1,0,1,WEST,1
2081.67,3,1,1,2340,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
1573.16,3,2,2,2800,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
2058.06,3,2,3,1700,Cold,0,1,0,0,0,0,1,0,NORTHEAST,0
2183.68,3,2,4,2200,Cold,0,4,1,1,1,0,1,1,NORTHEAST,1
265.72,1,1,1,2310,Hot-Humid,0,1,0,1,1,0,1,1,SOUTH,0
1617.44,3,2,2,2240,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
1245.11,3,3,2,3130,Cold,0,3,1,1,1,0,1,1,MIDWEST,0
1415.79,3,2,5,3500,Cold,0,3,1,1,1,1,0,0,NORTHEAST,1
1772.91,2,3,3,1200,Mixed-Humid,0,1,0,1,1,1,1,1,NORTHEAST,0
2890.78,3,1,3,900,Hot-Humid,0,4,1,1,1,0,1,1,WEST,1
834.34,1,1,1,600,Mixed-Humid,0,1,0,0,0,1,1,1,SOUTH,0
4250.15,5,2,4,3250,Very-Cold,0,1,1,1,1,1,0,1,MIDWEST,0
1222.79,3,3,1,3060,Cold,0,4,1,1,1,0,1,0,MIDWEST,0
1783.51,3,2,3,2190,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,1
995.24,3,2,1,3190,Cold,0,1,1,1,1,1,1,1,SOUTH,0
243.61,1,1,1,980,Hot-Dry,0,1,0,1,0,1,1,1,WEST,0
1164.02,4,2,2,2500,Mixed-Humid,0,1,1,0,0,0,0,1,NORTHEAST,0
731.48,2,2,2,950,Hot-Dry,0,3,0,1,1,1,1,0,WEST,1
781.01,2,2,2,750,Mixed-Humid,0,1,0,0,0,0,0,1,SOUTH,0
377.15,2,1,1,840,Hot-Dry,0,2,1,1,0,1,1,1,WEST,0
1414.81,2,1,2,680,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
2011.37,3,1,2,1500,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,1
2434.59,4,2,3,3170,Very-Cold,0,3,1,1,1,0,0,0,WEST,1
1237.6,3,2,2,2310,Mixed-Humid,0,3,1,1,1,0,1,0,NORTHEAST,1
612.93,3,2,2,1060,Mixed-Dry,0,1,1,0,1,0,1,0,WEST,0
631.15,2,1,2,1200,Cold,0,2,0,1,1,1,1,0,WEST,1
631.4,3,3,2,1540,Cold,0,1,1,0,1,0,1,0,MIDWEST,0
2102.85,4,4,2,3410,Mixed-Humid,0,4,1,1,1,1,1,1,NORTHEAST,0
8073.13,5,5,6,2200,Hot-Humid,0,4,0,1,1,0,1,1,WEST,1
730.11,3,1,2,3150,Cold,0,1,1,0,1,0,1,0,MIDWEST,0
1330.3,3,2,2,2100,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
454.7,3,2,1,1800,Cold,0,1,1,1,0,0,0,0,NORTHEAST,0
1311.24,4,2,3,3600,Cold,0,2,1,1,1,0,1,0,NORTHEAST,1
2056.06,4,3,5,2180,Very-Cold,0,3,1,1,1,0,1,1,MIDWEST,1
1242.3,2,1,1,2310,Hot-Humid,0,4,0,1,1,1,1,1,SOUTH,0
1353.69,2,1,2,1200,Hot-Humid,0,4,0,1,1,0,1,1,SOUTH,0
2249.2,3,1,2,1800,Mixed-Humid,0,4,1,1,1,1,1,1,SOUTH,1
1773.25,3,0,2,3900,Cold,0,3,1,1,1,0,1,0,WEST,0
1764.72,3,4,2,3230,Cold,0,3,1,1,1,0,1,1,NORTHEAST,0
492.71,1,1,2,680,Cold,0,1,1,0,0,1,0,1,WEST,1
717.81,4,2,2,2040,Marine,0,1,1,1,1,0,0,1,WEST,0
636.46,1,2,2,700,Cold,0,1,0,0,0,0,1,1,MIDWEST,0
3592.33,4,4,3,2850,Hot-Humid,1,4,1,1,1,1,1,1,SOUTH,1
1938.15,2,2,5,880,Cold,1,2,1,0,1,0,1,1,NORTHEAST,0
531.3,1,2,1,500,Mixed-Humid,0,1,0,0,0,1,1,1,SOUTH,0
1553.42,3,4,3,2520,Hot-Dry,0,1,1,1,1,1,1,0,WEST,0
971.27,1,2,2,800,Hot-Humid,0,1,0,0,1,0,1,1,SOUTH,0
950.59,3,2,2,2800,Cold,0,2,0,1,1,0,1,0,MIDWEST,0
1336.5,3,1,2,2630,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
739.76,4,4,2,2700,Cold,0,4,0,1,1,0,1,0,MIDWEST,0
688.58,3,1,2,3250,Cold,0,2,1,0,1,1,1,0,MIDWEST,1
728.46,2,2,2,1200,Mixed-Humid,0,2,0,1,1,1,1,1,SOUTH,0
361.32,1,2,1,830,Hot-Dry,0,2,0,1,1,0,1,0,WEST,0
2325.64,3,2,4,1800,Mixed-Humid,0,2,0,1,1,1,1,1,NORTHEAST,1
1572.6,3,2,4,1930,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
719.76,3,2,2,1550,Mixed-Humid,0,1,1,0,1,0,1,0,MIDWEST,0
1315.46,1,1,1,2100,Mixed-Humid,0,1,1,0,0,1,1,1,MIDWEST,1
1757.78,3,2,5,1860,Hot-Dry,0,1,1,0,1,1,1,0,WEST,0
2405.18,5,2,2,3590,Hot-Dry,1,3,1,1,1,1,1,0,WEST,1
1483.86,3,3,3,1250,Hot-Dry,1,1,0,1,1,0,1,0,WEST,1
1868.26,4,5,2,3200,Hot-Dry,1,2,1,1,1,0,1,0,WEST,1
1282.41,3,1,4,1700,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
1095.13,2,4,2,2780,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,1
1247.49,3,4,1,3030,Cold,0,3,1,1,1,0,1,0,WEST,1
803.65,3,1,1,1200,Mixed-Humid,0,2,0,1,1,0,1,0,SOUTH,1
1418.85,3,1,4,1200,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
724.34,1,1,3,630,Mixed-Humid,0,3,0,1,1,1,1,0,NORTHEAST,0
1953.41,3,4,1,2590,Hot-Humid,0,1,1,1,1,1,1,0,SOUTH,0
1298.91,2,1,2,1500,Cold,0,3,1,1,1,0,1,0,NORTHEAST,1
700.12,3,2,1,1400,Cold,0,1,1,1,1,1,1,0,WEST,0
560.66,1,1,1,420,Cold,0,1,0,0,0,0,1,0,NORTHEAST,0
931.98,4,1,1,1510,Cold,0,1,1,0,1,1,1,1,MIDWEST,0
1895.65,4,2,4,1930,Hot-Dry,0,3,1,1,1,0,1,0,WEST,1
1706.74,3,4,4,1600,Mixed-Humid,0,1,1,1,1,1,0,0,SOUTH,1
1696.23,3,2,2,3000,Mixed-Humid,0,3,1,1,1,0,1,0,MIDWEST,1
1303.27,4,2,2,1000,Mixed-Humid,0,1,1,1,1,0,1,0,NORTHEAST,0
1813.66,4,3,5,2060,Mixed-Humid,0,2,1,1,1,0,1,1,MIDWEST,0
995.26,2,0,2,3200,Cold,0,1,1,0,1,1,1,0,MIDWEST,0
1004.62,3,2,1,2600,Cold,0,3,1,1,1,1,1,0,MIDWEST,0
2128.34,2,4,1,1600,Hot-Dry,0,2,0,1,1,1,1,1,WEST,0
593.95,1,2,1,1130,Cold,0,1,0,1,1,1,1,1,MIDWEST,0
1241.37,3,1,2,3000,Cold,0,2,1,1,1,1,1,0,WEST,0
1260.59,2,3,1,2300,Mixed-Humid,0,1,1,1,1,1,1,0,MIDWEST,0
1508.86,4,2,2,2400,Very-Cold,0,4,1,1,1,0,0,0,WEST,1
2577.25,4,2,3,2220,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
673.21,2,3,2,1800,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
2384.04,3,4,4,1900,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,1
3459.26,3,3,7,2600,Cold,0,1,0,1,1,0,1,1,MIDWEST,0
553.2,2,1,2,900,Cold,0,1,1,0,1,0,0,0,MIDWEST,0
856.57,2,3,2,980,Cold,0,1,1,0,1,0,0,0,MIDWEST,0
2451.99,3,2,2,2350,Marine,0,2,1,0,1,1,0,1,WEST,0
1343.58,4,2,4,2200,Cold,0,2,1,1,1,0,1,1,WEST,0
2066.23,4,4,2,3000,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,0
630.4,3,2,2,1950,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,0
1185.63,3,1,3,1000,Mixed-Dry,0,1,1,0,1,0,1,0,WEST,1
1532.74,3,3,2,2350,Hot-Humid,0,3,0,1,1,0,1,0,SOUTH,1
920.07,4,3,2,2670,Mixed-Humid,0,3,1,0,1,1,1,1,NORTHEAST,0
1282.63,4,3,4,2410,Cold,0,2,0,1,1,0,1,0,MIDWEST,0
711.13,3,2,3,2000,Cold,0,3,0,1,1,1,1,1,MIDWEST,0
1433.33,3,1,1,330,Mixed-Humid,0,1,1,0,0,1,1,0,SOUTH,0
5635.84,3,2,3,2500,Cold,0,3,1,1,1,1,1,1,NORTHEAST,0
995.34,4,1,3,2400,Cold,0,1,1,1,1,1,0,0,MIDWEST,1
1764.63,4,4,2,4650,Cold,0,4,1,1,1,0,1,0,MIDWEST,1
1489.82,3,2,2,3400,Cold,0,1,1,1,1,0,1,1,NORTHEAST,0
1304.05,2,2,2,1200,Mixed-Humid,0,2,1,0,1,0,1,0,SOUTH,0
975.1,2,3,3,600,Hot-Humid,0,1,0,0,0,0,1,1,SOUTH,0
1499.81,4,3,2,4500,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
372.63,1,1,1,500,Cold,0,1,1,1,1,0,1,0,WEST,0
519,3,1,3,2250,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,1
755.08,2,3,1,1600,Cold,0,2,0,0,1,0,1,0,NORTHEAST,1
1967.49,3,4,2,1400,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,1
503.77,1,2,1,600,Mixed-Humid,0,1,0,0,0,1,1,1,MIDWEST,0
1310.8,3,2,1,1240,Mixed-Humid,0,2,1,1,1,1,1,0,SOUTH,0
1908.17,3,3,3,2500,Cold,0,1,1,1,1,0,1,1,WEST,1
1419.85,3,2,3,1750,Cold,0,3,1,1,1,1,1,0,MIDWEST,0
1561.65,4,2,1,1350,Hot-Dry,0,1,1,1,1,0,1,0,WEST,1
371.94,1,1,1,650,Mixed-Humid,0,1,0,0,0,0,1,0,SOUTH,0
1076.87,2,3,3,1050,Mixed-Humid,0,2,0,1,1,1,1,1,SOUTH,1
492.3,0,1,2,650,Hot-Dry,0,1,0,1,1,1,1,0,WEST,0
1758.12,3,1,2,1370,Mixed-Humid,0,1,1,0,1,1,0,1,MIDWEST,0
568.52,3,4,3,1050,Mixed-Humid,0,1,0,0,0,1,0,0,SOUTH,0
696.28,1,1,1,900,Marine,0,4,0,0,0,0,0,1,WEST,1
2535.02,3,2,2,1460,Hot-Humid,0,3,1,1,1,1,1,1,SOUTH,1
1620.41,3,2,2,1200,Marine,0,1,1,1,1,1,1,1,WEST,0
1466.36,4,4,4,1100,Mixed-Humid,0,2,0,1,1,0,1,1,SOUTH,1
1109.3,3,2,2,1880,Cold,0,1,1,1,1,0,1,0,WEST,0
872.28,3,2,1,1200,Mixed-Humid,0,2,1,1,1,1,0,1,SOUTH,0
1456.86,3,1,1,2300,Hot-Humid,0,1,1,1,1,0,1,0,SOUTH,0
1989.82,5,3,2,2950,Cold,0,3,1,1,1,1,1,0,NORTHEAST,1
519.66,0,1,1,1000,Mixed-Humid,0,1,0,1,1,0,0,1,SOUTH,1
1413.9,3,1,2,2800,Marine,0,1,1,1,1,0,1,0,WEST,0
1231.49,5,4,4,2200,Cold,0,3,1,1,1,0,1,1,WEST,1
1089.96,3,2,4,2700,Cold,1,2,1,1,1,0,1,0,NORTHEAST,1
887.61,1,2,1,1000,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1178.3,4,1,4,1670,Mixed-Humid,0,1,1,1,1,0,0,0,SOUTH,0
1438.59,3,2,1,1190,Mixed-Humid,0,1,1,0,1,1,0,1,SOUTH,0
1297.52,4,1,4,2000,Mixed-Humid,0,3,1,1,1,1,1,1,SOUTH,1
2375.97,5,6,2,2910,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
2078.94,4,4,1,1550,Mixed-Humid,0,1,1,0,1,1,0,1,SOUTH,0
1675.57,3,3,4,3200,Cold,0,3,1,1,1,0,1,1,MIDWEST,0
856.98,2,2,1,950,Marine,0,3,0,1,1,1,1,0,WEST,1
473.96,3,3,1,1650,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
1924.61,4,3,4,1870,Hot-Dry,0,1,1,1,1,0,1,0,WEST,1
1443.59,3,2,2,2400,Cold,0,3,1,1,1,0,1,0,NORTHEAST,1
838.57,3,3,3,1340,Very-Cold,0,1,0,1,1,0,1,0,MIDWEST,0
1557.09,5,5,3,5730,Cold,0,4,1,1,1,0,0,1,NORTHEAST,1
1217.63,4,3,2,3030,Cold,1,3,1,1,1,0,1,1,NORTHEAST,0
1941.51,2,3,2,1800,Cold,0,3,1,1,1,1,1,1,MIDWEST,0
3901.22,2,4,3,2000,Cold,0,4,0,1,1,1,1,1,MIDWEST,1
2320.21,3,5,3,3450,Cold,0,2,1,1,1,1,1,0,MIDWEST,0
1045.63,3,1,2,2430,Cold,0,3,1,1,1,1,1,0,MIDWEST,1
1303.21,1,2,2,570,Hot-Dry,0,1,0,1,0,1,1,1,SOUTH,0
739.83,1,2,1,950,Mixed-Humid,0,1,0,0,0,1,1,1,SOUTH,0
1625.66,6,2,3,6800,Mixed-Humid,1,4,1,1,1,0,1,1,NORTHEAST,0
2181.66,2,1,4,1000,Marine,0,4,0,1,1,1,1,1,WEST,1
942.41,4,2,4,3000,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,1
1534.61,4,1,3,2800,Marine,0,2,1,1,1,0,0,0,WEST,0
1468.25,2,1,3,1130,Hot-Dry,0,3,0,1,1,1,1,1,WEST,1
2242.12,4,4,3,4500,Cold,0,3,1,1,1,1,1,1,MIDWEST,1
1519.5,3,3,1,5400,Mixed-Humid,0,2,1,1,1,0,1,1,SOUTH,1
284.71,3,1,1,1910,Hot-Humid,0,2,0,1,1,0,1,1,WEST,0
1320.25,4,1,1,1290,Marine,0,1,1,1,1,0,1,1,WEST,0
3122.41,4,1,5,2400,Hot-Dry,0,2,1,1,1,0,1,0,WEST,0
1354.83,1,2,2,760,Cold,0,3,0,1,1,1,1,1,NORTHEAST,1
1494.98,3,5,1,2400,Very-Cold,0,1,1,1,1,0,0,0,WEST,1
1561.96,4,5,5,2050,Mixed-Humid,0,1,0,0,1,0,1,1,SOUTH,0
